"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable properties name"
"geoId/02110","","Juneau City and Borough","Annual_Emissions_CarbonDioxide_NonBiogenic","2011","EPA_GHGRP_AggCounty","https://www.epa.gov/ghgreporting","","MetricTonCO2e","tCO2e",54494.4,"Annual Emissions of Non Biogenic Carbon Dioxide"
"geoId/02110","","Juneau City and Borough","Annual_Emissions_CarbonDioxide_NonBiogenic","2012","EPA_GHGRP_AggCounty","https://www.epa.gov/ghgreporting","","MetricTonCO2e","tCO2e",35734.686709,"Annual Emissions of Non Biogenic Carbon Dioxide"
"geoId/02110","","Juneau City and Borough","Annual_Emissions_CarbonDioxide_NonBiogenic","2013","EPA_GHGRP_AggCounty","https://www.epa.gov/ghgreporting","","MetricTonCO2e","tCO2e",59172,"Annual Emissions of Non Biogenic Carbon Dioxide"
"geoId/02110","","Juneau City and Borough","Annual_Emissions_CarbonDioxide_NonBiogenic","2014","EPA_GHGRP_AggCounty","https://www.epa.gov/ghgreporting","","MetricTonCO2e","tCO2e",36413.1,"Annual Emissions of Non Biogenic Carbon Dioxide"
"geoId/02110","","Juneau City and Borough","Annual_Emissions_CarbonDioxide_NonBiogenic","2015","EPA_GHGRP_AggCounty","https://www.epa.gov/ghgreporting","","MetricTonCO2e","tCO2e",38523.4,"Annual Emissions of Non Biogenic Carbon Dioxide"
"geoId/02110","","Juneau City and Borough","Annual_Emissions_CarbonDioxide_NonBiogenic","2016","EPA_GHGRP_AggCounty","https://www.epa.gov/ghgreporting","","MetricTonCO2e","tCO2e",40874.2,"Annual Emissions of Non Biogenic Carbon Dioxide"
"geoId/02110","","Juneau City and Borough","Annual_Emissions_CarbonDioxide_NonBiogenic","2017","EPA_GHGRP_AggCounty","https://www.epa.gov/ghgreporting","","MetricTonCO2e","tCO2e",38158.2,"Annual Emissions of Non Biogenic Carbon Dioxide"
"geoId/02110","","Juneau City and Borough","Annual_Emissions_CarbonDioxide_NonBiogenic","2018","EPA_GHGRP_AggCounty","https://www.epa.gov/ghgreporting","","MetricTonCO2e","tCO2e",37819.7,"Annual Emissions of Non Biogenic Carbon Dioxide"
"geoId/02110","","Juneau City and Borough","Annual_Emissions_CarbonDioxide_NonBiogenic","2019","EPA_GHGRP_AggCounty","https://www.epa.gov/ghgreporting","","MetricTonCO2e","tCO2e",92404.1,"Annual Emissions of Non Biogenic Carbon Dioxide"
"geoId/02110","","Juneau City and Borough","Annual_Emissions_CarbonDioxide_NonBiogenic","2020","EPA_GHGRP_AggCounty","https://www.epa.gov/ghgreporting","","MetricTonCO2e","tCO2e",59739.8,"Annual Emissions of Non Biogenic Carbon Dioxide"
"geoId/02110","","Juneau City and Borough","Annual_Emissions_CarbonDioxide_NonBiogenic","2021","EPA_GHGRP_AggCounty","https://www.epa.gov/ghgreporting","","MetricTonCO2e","tCO2e",53675.7,"Annual Emissions of Non Biogenic Carbon Dioxide"
